Agency Type,Distribution Channel,Claim,Duration,Net Sales,Commision (in value),Age
Travel Agency,Online,No,124,24,0,36
Travel Agency,Online,No,49,20,0,36
Travel Agency,Online,No,7,99,0,33
Travel Agency,Online,No,6,20,0,36
Travel Agency,Online,No,27,20,0,36
Travel Agency,Online,No,6,20,0,36
Travel Agency,Online,No,92,48,0,36
Travel Agency,Online,No,161,112,0,33
Travel Agency,Online,No,9,41,0,36
Travel Agency,Online,No,26,22,0,36
Travel Agency,Online,No,74,26,0,36
Travel Agency,Online,No,24,32,0,53
Travel Agency,Online,No,9,10,0,36
Travel Agency,Online,No,8,12,0,36
Travel Agency,Online,No,11,35,0,32
Travel Agency,Online,No,4,10,0,36
Travel Agency,Online,No,67,16,0,36
Travel Agency,Online,No,98,15,0,36
Travel Agency,Online,No,2,10,0,36
Travel Agency,Online,No,57,10,0,28
Travel Agency,Online,No,12,20,0,36
Travel Agency,Online,No,6,30,0,36
Travel Agency,Online,No,16,10,0,23
Travel Agency,Online,No,99,11,0,36
Travel Agency,Online,No,57,11,0,36
Travel Agency,Online,No,12,11,0,36
Travel Agency,Online,No,71,13,0,57
Travel Agency,Online,No,4,10,0,25
Travel Agency,Online,No,1,19,0,45
Travel Agency,Online,No,28,19,0,36
Travel Agency,Online,No,124,19,0,36
Travel Agency,Online,No,124,19,0,36
Travel Agency,Online,No,124,18,0,36
Travel Agency,Online,No,10,14,0,36
Travel Agency,Online,No,37,22,0,36
Travel Agency,Online,No,2,24,0,36
Travel Agency,Online,No,157,16,0,36
Travel Agency,Online,No,29,16,0,36
Travel Agency,Online,No,124,18,0,36
Travel Agency,Online,No,92,15,0,36
Travel Agency,Online,No,79,23,0,36
Travel Agency,Online,No,6,28,0,36
Travel Agency,Online,No,47,76,0,36
Travel Agency,Online,No,2,22,0,36
Travel Agency,Online,No,23,21,0,36
Travel Agency,Online,No,95,35,0,36
Travel Agency,Online,No,15,14,0,36
Travel Agency,Online,No,69,16,0,36
Travel Agency,Online,No,78,11,0,36
Travel Agency,Online,No,2,20,0,36
Travel Agency,Online,No,11,20,0,36
Airlines,Online,No,78,62,24.8,118
Airlines,Online,No,52,31,12.4,118
Airlines,Online,No,21,31,12.4,118
Travel Agency,Online,No,12,28,10.64,48
Airlines,Online,No,79,15,6,66
Airlines,Online,No,8,15,6,37
Airlines,Online,No,27,14.99,4.2,48
Airlines,Online,No,126,3.39,0.95,48
Airlines,Online,No,7,1.93,0.54,48
Airlines,Online,No,64,2.89,0.81,48
Airlines,Online,No,35,26,9.1,51
Airlines,Online,No,28,18,6.3,50
Airlines,Online,No,9,22,7.7,43
Airlines,Online,No,42,22,7.7,62
Airlines,Online,No,37,35,12.25,53
Airlines,Online,No,15,18,6.3,41
Airlines,Online,No,12,30,10.5,34
Airlines,Online,No,2,18,6.3,44
Airlines,Online,No,5,22,7.7,21
Airlines,Online,No,63,56,19.6,62
Airlines,Online,No,110,26,9.1,70
Airlines,Online,No,3,18,6.3,34
Airlines,Online,No,16,37,12.95,39
Airlines,Online,No,14,22,7.7,36
Airlines,Online,No,78,22,7.7,69
Airlines,Online,No,56,109,38.15,48
Travel Agency,Offline,No,111,29,9.57,44
Airlines,Online,No,46,11.51,4.03,48
Airlines,Online,No,3,3.76,1.32,48
Airlines,Online,No,4,13.5,3.38,48
Airlines,Online,No,8,23.5,5.88,73
Airlines,Online,No,8,13.5,3.38,38
Airlines,Online,No,4,18,4.5,26
Airlines,Online,No,28,23.5,5.88,50
Airlines,Online,No,18,23.5,5.88,60
Airlines,Online,No,8,13.5,3.38,55
Airlines,Online,No,16,30.55,7.64,22
Airlines,Online,No,22,13.5,3.38,48
Airlines,Online,No,42,11.5,2.88,35
Airlines,Online,Yes,30,29.5,7.38,22
Airlines,Online,No,6,13.5,3.38,30
Airlines,Online,No,14,23.5,5.88,33
Airlines,Online,No,7,13.5,3.38,74
Airlines,Online,No,6,18,4.5,69
Airlines,Online,No,8,17,4.25,25
Airlines,Online,No,86,13.5,3.38,26
Airlines,Online,No,22,11.5,2.88,31
Airlines,Online,No,17,29.5,7.38,29
Airlines,Online,No,66,137,34.25,31
Airlines,Online,No,12,13.5,3.38,26
Airlines,Online,No,19,29.5,7.38,30
Airlines,Online,No,20,72,18,26
Airlines,Online,No,5,18.5,4.63,31
Airlines,Online,No,12,54.5,13.63,28
Airlines,Online,No,27,43.55,10.89,75
Airlines,Online,No,10,15,3.75,60
Airlines,Online,No,29,54.5,13.63,33
Airlines,Online,No,52,132.5,33.13,24
Airlines,Online,No,22,49,12.25,27
Airlines,Online,No,17,27,6.75,21
Airlines,Online,No,367,187.85,46.96,71
Travel Agency,Online,No,148,0,17.82,31
Travel Agency,Online,No,41,158.4,95.04,53
Travel Agency,Online,No,12,89.1,53.46,47
Travel Agency,Online,No,13,0,29.7,31
Travel Agency,Online,No,119,24,0,36
Travel Agency,Online,No,5,29,0,36
Travel Agency,Online,No,70,41,0,35
Travel Agency,Online,No,200,68,0,36
Travel Agency,Online,No,26,20,0,36
Travel Agency,Online,No,22,39,0,36
Travel Agency,Online,No,49,34,0,36
Travel Agency,Online,No,49,20,0,36
Travel Agency,Online,No,6,80,0,36
Travel Agency,Online,No,19,43,0,36
Travel Agency,Online,No,47,43,0,36
Travel Agency,Online,No,147,31,0,67
Travel Agency,Online,No,6,37,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,16,29,0,36
Travel Agency,Online,No,130,49,0,36
Travel Agency,Online,No,25,38,0,36
Travel Agency,Online,No,35,34,0,36
Travel Agency,Online,No,8,29,0,36
Travel Agency,Online,No,7,29,0,36
Travel Agency,Online,No,41,34,0,36
Travel Agency,Online,No,25,20,0,36
Travel Agency,Online,No,210,112,0,36
Travel Agency,Online,No,109,112,0,36
Travel Agency,Online,No,26,0,0,36
Travel Agency,Online,No,139,38,0,36
Travel Agency,Online,No,5,20,0,62
Travel Agency,Online,No,36,112,0,36
Travel Agency,Online,No,15,20,0,36
Travel Agency,Online,Yes,10,56,0,36
Travel Agency,Online,No,97,35,0,36
Travel Agency,Online,No,75,91,0,20
Travel Agency,Online,No,15,25,0,36
Travel Agency,Online,No,21,24,0,36
Travel Agency,Online,No,41,20,0,36
Travel Agency,Online,No,7,20,0,29
Travel Agency,Online,No,18,30,0,36
Travel Agency,Online,No,20,73,0,36
Travel Agency,Online,No,29,29,0,36
Travel Agency,Online,No,73,20,0,36
Travel Agency,Online,No,22,36,0,36
Travel Agency,Online,No,1,10,0,39
Travel Agency,Online,No,41,80,0,36
Travel Agency,Online,No,29,80,0,36
Travel Agency,Online,No,36,21,0,36
Travel Agency,Online,No,95,30,0,36
Travel Agency,Online,No,30,10,0,36
Travel Agency,Online,No,14,24,0,36
Travel Agency,Online,No,106,42,0,36
Travel Agency,Online,No,113,26,0,36
Travel Agency,Online,No,3,24,0,36
Travel Agency,Online,No,53,52,0,36
Travel Agency,Online,No,54,15,0,36
Travel Agency,Online,No,213,11,0,36
Travel Agency,Online,No,140,15,0,36
Travel Agency,Online,No,74,12,0,36
Travel Agency,Online,No,44,80,0,50
Travel Agency,Online,No,50,11,0,36
Travel Agency,Online,No,24,12,0,21
Travel Agency,Online,No,35,20,0,23
Travel Agency,Online,No,167,10,0,36
Travel Agency,Online,No,14,70,0,36
Travel Agency,Online,No,17,55,0,43
Travel Agency,Online,No,81,10,0,36
Travel Agency,Online,No,21,10,0,25
Travel Agency,Online,No,18,10,0,51
Travel Agency,Online,No,61,26,0,36
Travel Agency,Online,No,4,10,0,36
Travel Agency,Online,No,14,27,0,35
Travel Agency,Online,No,6,10,0,36
Travel Agency,Online,No,56,48,0,36
Travel Agency,Online,No,2,10,0,36
Travel Agency,Online,No,43,47,0,49
Travel Agency,Online,No,8,15,0,36
Travel Agency,Online,No,44,10,0,36
Travel Agency,Online,No,21,11,0,36
Travel Agency,Online,No,27,80,0,36
Travel Agency,Online,No,45,10,0,36
Travel Agency,Online,No,10,21,0,38
Travel Agency,Online,No,11,22,0,36
Travel Agency,Online,No,11,17,0,36
Travel Agency,Online,No,31,31,0,36
Travel Agency,Online,No,2,10,0,38
Travel Agency,Online,No,8,10,0,36
Travel Agency,Online,No,2,10,0,36
Travel Agency,Online,No,48,29,0,36
Travel Agency,Online,No,167,10,0,36
Travel Agency,Online,No,40,82,0,36
Travel Agency,Online,No,140,24,0,36
Travel Agency,Online,No,9,40,0,36
Travel Agency,Online,No,24,20,0,36
Travel Agency,Online,No,1,20,0,36
Travel Agency,Online,No,1,20,0,36
Travel Agency,Online,No,34,20,0,36
Travel Agency,Online,No,88,31,0,20
Travel Agency,Online,No,17,20,0,36
Travel Agency,Online,No,136,20,0,34
Travel Agency,Online,No,7,28,10.64,48
Travel Agency,Online,No,14,33,12.54,48
Airlines,Online,No,34,31,12.4,30
Airlines,Online,No,21,15,6,46
Airlines,Online,No,76,10.75,3.02,48
Airlines,Online,No,5,5.4,1.51,48
Airlines,Online,No,67,14,3.92,48
Airlines,Online,No,8,35,12.25,54
Airlines,Online,No,12,35,12.25,42
Airlines,Online,No,3,18,6.3,45
Airlines,Online,No,63,18,6.3,40
Airlines,Online,No,12,35,12.25,42
Airlines,Online,No,42,22,7.7,23
Airlines,Online,No,39,22,7.7,36
Airlines,Online,No,27,0,7.7,57
Airlines,Online,No,22,22,7.7,30
Airlines,Online,No,61,45,15.75,33
Airlines,Online,No,6,45,15.75,37
Airlines,Online,No,11,45,15.75,36
Airlines,Online,No,25,23.4,5.85,38
Airlines,Online,No,17,23.5,5.88,31
Airlines,Online,No,68,83.5,20.88,25
Airlines,Online,No,5,18,4.5,25
Airlines,Online,No,17,23.5,5.88,31
Airlines,Online,No,32,61.5,15.38,26
Airlines,Online,No,24,18,4.5,33
Airlines,Online,No,54,47,11.75,25
Airlines,Online,No,3,16.2,4.05,39
Airlines,Online,No,25,23.5,5.88,25
Airlines,Online,No,13,29.9,7.47,39
Airlines,Online,No,6,11.5,2.88,36
Airlines,Online,No,117,72,18,28
Airlines,Online,No,42,13.5,3.38,36
Airlines,Online,No,20,27,6.75,46
Airlines,Online,No,39,40.5,10.13,61
Airlines,Online,No,12,13.5,3.38,53
Airlines,Online,No,30,17,4.25,50
Airlines,Online,No,4,18,4.5,46
Airlines,Online,No,7,13.5,3.38,25
Airlines,Online,No,14,23.5,5.88,28
Airlines,Online,No,14,23.5,5.88,26
Airlines,Online,No,7,13.5,3.38,26
Airlines,Online,No,8,17,4.25,44
Airlines,Online,No,36,53.5,13.38,27
Airlines,Online,No,36,47,11.75,29
Airlines,Online,No,20,53.5,13.38,26
Airlines,Online,No,35,53.5,13.38,60
Airlines,Online,No,5,13.5,3.38,35
Airlines,Online,No,27,17,4.25,30
Airlines,Online,No,13,13.5,3.38,36
Airlines,Online,No,12,29.5,7.38,31
Airlines,Online,No,11,33.5,8.38,54
Airlines,Online,No,16,63.5,15.88,35
Airlines,Online,No,18,24.5,6.13,80
Airlines,Online,No,17,35.5,8.88,54
Airlines,Online,No,25,78.5,19.63,28
Airlines,Online,No,148,33.5,8.38,49
Airlines,Online,No,17,18.5,4.63,21
Airlines,Online,No,62,63.5,15.88,30
Airlines,Online,No,13,18.5,4.63,36
Airlines,Online,No,14,42,10.5,31
Airlines,Online,No,13,42,10.5,34
Airlines,Online,No,87,49,12.25,21
Airlines,Online,No,365,187.85,46.96,32
Airlines,Online,No,383,252.85,63.21,28
Airlines,Online,No,365,389.35,97.34,68
Airlines,Online,No,365,389.35,97.34,67
Travel Agency,Online,No,45,29.7,17.82,59
Travel Agency,Online,No,9,69.3,41.58,63
Travel Agency,Online,No,11,29.7,17.82,54
Travel Agency,Online,No,132,39.6,23.76,31
Travel Agency,Online,No,23,49.5,29.7,29
Travel Agency,Online,Yes,10,69.3,41.58,26
Travel Agency,Online,No,6,59.4,35.64,46
Travel Agency,Online,No,29,112,0,36
Travel Agency,Online,No,127,112,0,38
Travel Agency,Online,No,4,44,0,36
Travel Agency,Online,No,26,57,0,36
Travel Agency,Online,No,4,41,0,36
Travel Agency,Online,No,51,64,0,36
Travel Agency,Online,No,3,20,0,36
Travel Agency,Online,No,10,20,0,36
Travel Agency,Online,No,21,43,0,36
Travel Agency,Online,No,32,73,0,36
Travel Agency,Online,No,32,29,0,36
Travel Agency,Online,No,11,39,0,52
Travel Agency,Online,No,198,20,0,36
Travel Agency,Online,No,7,53,0,49
Travel Agency,Online,No,50,20,0,36
Travel Agency,Online,No,75,78,0,36
Travel Agency,Online,No,13,33,0,36
Travel Agency,Online,No,16,57,0,36
Travel Agency,Online,No,43,20,0,36
Travel Agency,Online,No,6,20,0,36
Travel Agency,Online,No,25,26,0,22
Travel Agency,Online,Yes,34,33,0,36
Travel Agency,Online,No,34,20,0,28
Travel Agency,Online,No,6,112,0,36
Travel Agency,Online,No,15,59,0,36
Travel Agency,Online,No,37,27,0,36
Travel Agency,Online,No,86,112,0,36
Travel Agency,Online,No,12,20,0,36
Travel Agency,Online,No,6,22,0,29
Travel Agency,Online,No,43,37,0,36
Travel Agency,Online,No,12,50,0,36
Travel Agency,Online,No,27,34,0,36
Travel Agency,Online,No,73,37,0,36
Travel Agency,Online,No,47,50,0,36
Travel Agency,Online,No,3,20,0,51
Travel Agency,Online,No,45,31,0,36
Travel Agency,Online,No,20,31,0,36
Travel Agency,Online,No,15,39,0,30
Travel Agency,Online,No,34,88,0,47
Travel Agency,Online,No,8,41,0,36
Travel Agency,Online,No,12,29,0,36
Travel Agency,Online,No,8,49,0,36
Travel Agency,Online,No,25,112,0,36
Travel Agency,Online,No,56,30,0,36
Travel Agency,Online,No,5,30,0,37
Travel Agency,Online,No,45,26,0,36
Travel Agency,Online,No,9,50,0,36
Travel Agency,Online,No,11,10,0,36
Travel Agency,Online,No,7,19,0,28
Travel Agency,Online,No,211,64,0,36
Travel Agency,Online,No,2,39,0,36
Travel Agency,Online,No,14,36,0,36
Travel Agency,Online,No,72,80,0,36
Travel Agency,Online,No,4,26,0,36
Travel Agency,Online,No,117,76,0,23
Travel Agency,Online,No,62,10,0,36
Travel Agency,Online,No,11,47,0,36
Travel Agency,Online,No,9,17,0,54
Travel Agency,Online,No,41,16,0,36
Travel Agency,Online,No,23,26,0,21
Travel Agency,Online,No,26,35,0,36
Travel Agency,Online,No,10,26,0,36
Travel Agency,Online,No,172,10,0,23
Travel Agency,Online,No,8,10,0,36
Travel Agency,Online,No,39,16,0,23
Travel Agency,Online,No,61,16,0,36
Travel Agency,Online,No,106,52,0,43
Travel Agency,Online,No,213,23,0,36
Travel Agency,Online,No,70,11,0,36
Travel Agency,Online,No,56,71,0,36
Travel Agency,Online,No,12,10,0,36
Travel Agency,Online,No,56,69,0,36
Travel Agency,Online,No,260,10,0,36
Travel Agency,Online,No,34,75,0,36
Travel Agency,Online,No,24,0,0,36
Travel Agency,Online,No,12,10,0,36
Travel Agency,Online,No,25,58,0,36
Travel Agency,Online,No,6,66,0,36
Travel Agency,Online,No,28,18,0,38
Travel Agency,Online,No,2,11,0,36
Travel Agency,Online,No,5,23,0,39
Travel Agency,Online,No,69,11,0,48
Travel Agency,Online,No,2,80,0,37
Travel Agency,Online,No,24,22,0,36
Travel Agency,Online,No,8,15,0,36
Travel Agency,Online,No,12,38,0,36
Travel Agency,Online,No,26,10,0,36
Travel Agency,Online,No,41,13,0,36
Travel Agency,Online,No,143,41,0,36
Travel Agency,Online,No,180,17,0,36
Travel Agency,Online,No,3,12,0,36
Travel Agency,Online,No,17,16,0,36
Travel Agency,Online,No,17,10,0,36
Travel Agency,Online,No,13,21,0,36
Travel Agency,Online,No,3,29,0,36
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,14,15,0,36
Travel Agency,Online,No,11,21,0,36
Travel Agency,Online,No,261,10,0,36
Travel Agency,Online,No,4,13,0,36
Travel Agency,Online,No,27,15,0,36
Travel Agency,Online,No,11,33,0,36
Travel Agency,Online,No,21,20,0,36
Travel Agency,Online,No,19,20,0,36
Travel Agency,Online,No,3,20,0,35
Travel Agency,Online,No,9,20,0,29
Travel Agency,Online,No,56,20,0,36
Travel Agency,Online,No,15,20,0,36
Travel Agency,Online,No,11,0,0,36
Travel Agency,Online,No,13,20,0,43
Travel Agency,Online,No,7,29,0,36
Travel Agency,Online,No,7,29,0,36
Travel Agency,Online,No,8,20,0,37
Travel Agency,Online,No,2,26,0,36
Airlines,Online,No,14,31,12.4,118
Airlines,Online,No,35,31,12.4,118
Travel Agency,Online,No,19,38,14.44,48
Airlines,Online,No,39,50,20,70
Airlines,Online,No,3,15,6,33
Airlines,Online,No,41,50,20,78
Airlines,Online,No,139,23,9.2,33
Airlines,Online,No,5,15,6,36
Airlines,Online,No,157,9.12,2.56,48
Airlines,Online,No,39,5.92,1.66,48
Airlines,Online,No,178,16.92,4.74,48
Airlines,Online,No,4,22,7.7,41
Airlines,Online,No,14,22,7.7,37
Airlines,Online,No,4,26,9.1,61
Airlines,Online,No,9,0,7.7,30
Airlines,Online,No,21,36,12.6,46
Airlines,Online,No,8,18,6.3,32
Airlines,Online,No,19,22,7.7,36
Airlines,Online,No,120,22,7.7,58
Airlines,Online,No,16,18,6.3,48
Airlines,Online,No,11,22,7.7,62
Airlines,Online,No,28,30,10.5,30
Airlines,Online,No,145,22,7.7,42
Airlines,Online,No,16,18,6.3,45
Airlines,Online,No,58,22,7.7,37
Airlines,Online,No,6,22,7.7,41
Airlines,Online,No,6,18,6.3,35
Airlines,Online,No,32,30,10.5,56
Airlines,Online,No,44,33,11.55,49
Airlines,Online,No,8,22,7.7,47
Airlines,Online,No,167,87,30.45,37
Airlines,Online,No,13,45,15.75,36
Airlines,Online,No,20,45,15.75,18
Travel Agency,Offline,No,200,29,9.57,29
Airlines,Online,No,67,23.5,5.88,30
Airlines,Online,No,15,23.5,5.88,32
Airlines,Online,No,104,13.5,3.38,32
Airlines,Online,No,2,15,3.75,34
Airlines,Online,No,26,44.5,11.13,24
Airlines,Online,No,32,124,31,31
Airlines,Online,No,22,44.5,11.13,28
Airlines,Online,No,116,193.7,48.42,55
Airlines,Online,No,7,13.5,3.38,56
Airlines,Online,No,8,17,4.25,39
Airlines,Online,No,12,17,4.25,31
Airlines,Online,Yes,103,72,18,35
Airlines,Online,No,5,18,4.5,29
Airlines,Online,No,4,13.5,3.38,52
Airlines,Online,No,27,23.5,5.88,40
Airlines,Online,No,7,13.5,3.38,49
Airlines,Online,Yes,68,127,31.75,34
Airlines,Online,No,121,54.5,13.63,31
Airlines,Online,No,4,24.5,6.13,46
Airlines,Online,No,20,40.5,10.13,32
Airlines,Online,Yes,40,63.5,15.88,27
Airlines,Online,No,26,63.5,15.88,55
Airlines,Online,No,33,33.5,8.38,21
Airlines,Online,No,9,41.5,10.38,32
Airlines,Online,No,10,25,6.25,35
Airlines,Online,No,4,18.5,4.63,27
Airlines,Online,No,53,35.5,8.88,73
Airlines,Online,No,5,15,3.75,46
Airlines,Online,No,6,24.5,6.13,30
Airlines,Online,No,125,24.05,6.01,57
Airlines,Online,No,16,64.35,16.09,14
Airlines,Online,No,11,25,6.25,25
Airlines,Online,No,70,112.5,28.13,45
Airlines,Online,No,38,49,12.25,31
Airlines,Online,No,408,252.85,63.21,44
Airlines,Online,Yes,375,252.85,63.21,46
Airlines,Online,Yes,365,252.85,63.21,52
Airlines,Online,No,419,278.85,69.71,22
Travel Agency,Online,No,75,158.4,95.04,50
Travel Agency,Online,No,28,29.7,17.82,31
Travel Agency,Online,No,23,128.7,77.22,60
Travel Agency,Online,No,66,89.1,53.46,51
Travel Agency,Online,No,3,19.8,11.88,28
Travel Agency,Online,No,7,29.7,17.82,34
Travel Agency,Online,No,81,79.2,47.52,31
Travel Agency,Online,No,8,0,29.7,33
Travel Agency,Online,No,75,29.7,17.82,31
Travel Agency,Online,No,44,19.8,11.88,40
Travel Agency,Online,No,33,49.5,29.7,29
Travel Agency,Online,No,16,108.9,65.34,43
Travel Agency,Online,No,6,0,17.82,31
Travel Agency,Online,No,18,9.9,5.94,28
Travel Agency,Online,No,13,69.3,41.58,49
Travel Agency,Online,No,10,0,35.64,60
Travel Agency,Online,No,115,29.7,17.82,47
Travel Agency,Online,No,10,69.3,41.58,30
Travel Agency,Online,No,127,0,5.94,31
Travel Agency,Online,No,11,69.3,41.58,31
Travel Agency,Online,No,10,0,41.58,71
Travel Agency,Online,No,10,69.3,41.58,71
Travel Agency,Online,No,13,37,0,36
Travel Agency,Online,No,28,20,0,36
Travel Agency,Online,No,38,36,0,36
Travel Agency,Online,No,5,22,0,22
Travel Agency,Online,No,26,20,0,45
Travel Agency,Online,No,24,20,0,49
Travel Agency,Online,No,8,20,0,36
Travel Agency,Online,No,12,20,0,36
Travel Agency,Online,No,15,112,0,29
Travel Agency,Online,No,64,112,0,35
Travel Agency,Online,No,9,41,0,36
Travel Agency,Online,No,18,69,0,36
Travel Agency,Online,No,25,36,0,40
Travel Agency,Online,No,5,92,0,36
Travel Agency,Online,No,55,112,0,44
Travel Agency,Online,No,32,112,0,36
Travel Agency,Online,No,15,48,0,36
Travel Agency,Online,No,33,20,0,36
Travel Agency,Online,No,19,112,0,36
Travel Agency,Online,No,19,112,0,36
Travel Agency,Online,No,18,27,0,36
Travel Agency,Online,No,19,20,0,36
Travel Agency,Online,No,42,20,0,36
Travel Agency,Online,No,12,38,0,38
Travel Agency,Online,No,17,27,0,36
Travel Agency,Online,No,84,112,0,36
Travel Agency,Online,No,12,44,0,36
Travel Agency,Online,No,12,32,0,36
Travel Agency,Online,No,60,25,0,36
Travel Agency,Online,No,21,52,0,36
Travel Agency,Online,No,54,28,0,36
Travel Agency,Online,No,30,112,0,36
Travel Agency,Online,No,28,25,0,36
Travel Agency,Online,Yes,15,20,0,36
Travel Agency,Online,No,15,29,0,36
Travel Agency,Online,No,24,35,0,36
Travel Agency,Online,No,10,20,0,36
Travel Agency,Online,No,33,80,0,36
Travel Agency,Online,No,16,39,0,36
Travel Agency,Online,No,4,42,0,36
Travel Agency,Online,No,42,35,0,36
Travel Agency,Online,No,25,21,0,36
Travel Agency,Online,No,21,21,0,36
Travel Agency,Online,No,47,80,0,36
Travel Agency,Online,No,18,58,0,36
Travel Agency,Online,No,1,10,0,58
Travel Agency,Online,No,13,38,0,41
Travel Agency,Online,No,15,53,0,36
Travel Agency,Online,No,8,10,0,36
Travel Agency,Online,No,16,80,0,36
Travel Agency,Online,No,34,13,0,36
Travel Agency,Online,No,160,12,0,36
Travel Agency,Online,No,2,15,0,36
Travel Agency,Online,No,13,10,0,28
Travel Agency,Online,No,1,21,0,42
Travel Agency,Online,No,43,18,0,36
Travel Agency,Online,No,9,29,0,36
Travel Agency,Online,No,18,17,0,36
Travel Agency,Online,No,29,55,0,36
Travel Agency,Online,No,34,10,0,36
Travel Agency,Online,No,2,10,0,35
Travel Agency,Online,No,28,10,0,26
Travel Agency,Online,No,12,33,0,36
Travel Agency,Online,No,8,59,0,39
Travel Agency,Online,No,30,10,0,36
Travel Agency,Online,No,137,28,0,36
Travel Agency,Online,No,110,71,0,27
Travel Agency,Online,No,94,25,0,36
Travel Agency,Online,No,40,80,0,36
Travel Agency,Online,No,6,24,0,36
Travel Agency,Online,No,27,10,0,36
Travel Agency,Online,No,2,63,0,32
Travel Agency,Online,No,12,10,0,36
Travel Agency,Online,No,27,80,0,39
Travel Agency,Online,No,10,37,0,36
Travel Agency,Online,No,14,14,0,36
Travel Agency,Online,No,15,36,0,36
Travel Agency,Online,No,31,0,0,36
Travel Agency,Online,No,45,10,0,36
Travel Agency,Online,No,5,28,0,58
Travel Agency,Online,No,60,80,0,36
Travel Agency,Online,No,2,26,0,36
Travel Agency,Online,No,137,80,0,48
Travel Agency,Online,No,9,19,0,36
Travel Agency,Online,No,30,50,0,36
Travel Agency,Online,No,135,77,0,48
Travel Agency,Online,No,2,23,0,36
Travel Agency,Online,No,124,11,0,36
Travel Agency,Online,No,32,80,0,69
Travel Agency,Online,No,63,19,0,29
Travel Agency,Online,No,19,24,0,36
Travel Agency,Online,No,13,23,0,36
Travel Agency,Online,No,13,21,0,36
Travel Agency,Online,Yes,21,38,0,36
Travel Agency,Online,No,9,10,0,25
Travel Agency,Online,No,37,23,0,36
Travel Agency,Online,No,36,34,0,36
Travel Agency,Online,No,22,51,0,36
Travel Agency,Online,No,5,20,0,36
Travel Agency,Online,No,4,25,0,36
Travel Agency,Online,No,3,20,0,49
Travel Agency,Online,No,2,20,0,23
Travel Agency,Online,No,31,58,0,36
Travel Agency,Online,No,2,40,0,30
Travel Agency,Online,No,24,83,0,61
Airlines,Online,No,10,39,15.6,118
Airlines,Online,No,38,80,32,118
Airlines,Online,No,21,50,20,118
Travel Agency,Online,No,3,22,8.36,48
Travel Agency,Online,No,23,72,27.36,48
Airlines,Online,No,4,15,6,46
Airlines,Online,No,73,2.44,0.68,48
Airlines,Online,No,39,7,1.96,48
Airlines,Online,No,25,0.71,0.2,48
Airlines,Online,No,176,11.45,3.21,48
Airlines,Online,No,207,37,12.95,39
Airlines,Online,No,8,18,6.3,45
Airlines,Online,No,12,18,6.3,28
Airlines,Online,No,19,40,14,53
Airlines,Online,No,22,0,7.7,19
Airlines,Online,No,10,22,7.7,52
Airlines,Online,No,34,35,12.25,46
Airlines,Online,No,34,30,10.5,37
Airlines,Online,No,8,22,7.7,48
Airlines,Online,No,26,58,20.3,54
Airlines,Online,No,63,124,43.4,118
Travel Agency,Offline,No,136,50,16.5,64
Airlines,Online,No,62,72,18,28
Airlines,Online,No,18,107,26.75,45
Airlines,Online,No,5,23.4,5.85,31
Airlines,Online,No,7,18,4.5,38
Airlines,Online,No,59,89,22.25,36
Airlines,Online,No,14,23.5,5.88,27
Airlines,Online,No,17,29.5,7.38,22
Airlines,Online,No,20,62,15.5,33
Airlines,Online,No,22,29.5,7.38,49
Airlines,Online,No,8,17,4.25,75
Airlines,Online,No,96,18,4.5,29
Airlines,Online,No,4,18,4.5,31
Airlines,Online,No,13,47,11.75,34
Airlines,Online,No,5,13.5,3.38,44
Airlines,Online,No,10,17,4.25,29
Airlines,Online,No,29,17,4.25,29
Airlines,Online,No,5,13.5,3.38,24
Airlines,Online,No,5,13.5,3.38,24
Airlines,Online,No,13,23.5,5.88,29
Airlines,Online,No,17,29.5,7.38,22
Airlines,Online,No,11,23,5.75,36
Airlines,Online,No,4,13.5,3.38,71
Airlines,Online,No,115,17,4.25,30
Airlines,Online,No,6,13.5,3.38,29
Airlines,Online,No,6,13.5,3.38,27
Airlines,Online,No,26,29.5,7.38,25
Airlines,Online,No,5,18.5,4.63,32
Airlines,Online,No,10,41.5,10.38,28
Airlines,Online,No,42,130.65,32.66,41
Airlines,Online,No,8,30,7.5,32
Airlines,Online,No,69,63.5,15.88,27
Airlines,Online,No,24,41.5,10.38,29
Airlines,Online,No,60,78.5,19.63,34
Airlines,Online,No,5,18.5,4.63,16
Airlines,Online,No,5,18.5,4.63,38
Airlines,Online,No,35,25,6.25,21
Airlines,Online,No,8,18.5,4.63,76
Airlines,Online,No,368,252.85,63.21,56
Airlines,Online,No,367,252.85,63.21,25
Airlines,Online,No,365,252.85,63.21,32
Airlines,Online,No,380,252.85,63.21,57
Airlines,Online,No,380,252.85,63.21,27
Airlines,Online,No,380,252.85,63.21,58
Airlines,Online,No,373,252.85,63.21,33
Travel Agency,Online,No,7,39.6,23.76,31
Travel Agency,Online,No,19,49.5,29.7,50
Travel Agency,Online,No,3,19.8,11.88,51
Travel Agency,Online,No,21,49.5,29.7,45
Travel Agency,Online,No,50,39.6,23.76,46
Travel Agency,Online,No,137,79.2,47.52,37
Travel Agency,Online,No,14,19.8,11.88,62
Travel Agency,Online,No,1,0,5.94,62
Travel Agency,Online,No,21,39.6,23.76,38
Travel Agency,Online,No,19,0,17.82,41
